"sales_month","kind_of_business","sales","total_sales","pctg_total"
"2000-02-01","Women's clothing stores",1991,2602,76.5180630284396618
"2000-02-01","Men's clothing stores",611,2602,23.4819369715603382
"2000-03-01","Men's clothing stores",707,3377,20.9357417826473201
"2000-03-01","Women's clothing stores",2670,3377,79.0642582173526799
"2000-04-01","Men's clothing stores",759,3465,21.9047619047619048
"2000-04-01","Women's clothing stores",2706,3465,78.0952380952380952
"2000-05-01","Men's clothing stores",770,3580,21.5083798882681564
"2000-05-01","Women's clothing stores",2810,3580,78.4916201117318436
"2000-06-01","Men's clothing stores",750,3314,22.6312613156306578
"2000-06-01","Women's clothing stores",2564,3314,77.3687386843693422
"2000-07-01","Men's clothing stores",719,3101,23.1860690099967752
"2000-07-01","Women's clothing stores",2382,3101,76.8139309900032248
"2000-08-01","Men's clothing stores",789,3429,23.0096237970253718
"2000-08-01","Women's clothing stores",2640,3429,76.9903762029746282
"2000-09-01","Men's clothing stores",751,3409,22.0299207978879437
"2000-09-01","Women's clothing stores",2658,3409,77.9700792021120563
"2000-10-01","Men's clothing stores",787,3435,22.9112081513828239
"2000-10-01","Women's clothing stores",2648,3435,77.0887918486171761
"2000-11-01","Men's clothing stores",897,3720,24.1129032258064516
"2000-11-01","Women's clothing stores",2823,3720,75.8870967741935484
"2000-12-01","Men's clothing stores",1332,5205,25.5907780979827089
"2000-12-01","Women's clothing stores",3873,5205,74.4092219020172911
"2001-01-01","Women's clothing stores",1946,2566,75.8378799688230709
"2001-01-01","Men's clothing stores",620,2566,24.1621200311769291
"2001-02-01","Men's clothing stores",588,2742,21.4442013129102845
"2001-02-01","Women's clothing stores",2154,2742,78.5557986870897155
"2001-03-01","Men's clothing stores",681,3352,20.3162291169451074
"2001-03-01","Women's clothing stores",2671,3352,79.6837708830548926
"2001-04-01","Men's clothing stores",675,3476,19.4188722669735328
"2001-04-01","Women's clothing stores",2801,3476,80.5811277330264672
"2001-05-01","Men's clothing stores",710,3457,20.5380387619323113
"2001-05-01","Women's clothing stores",2747,3457,79.4619612380676887
"2001-06-01","Men's clothing stores",702,3209,21.8759738236210658
"2001-06-01","Women's clothing stores",2507,3209,78.1240261763789342
"2001-07-01","Men's clothing stores",626,2937,21.3142662580864828
"2001-07-01","Women's clothing stores",2311,2937,78.6857337419135172
"2001-08-01","Men's clothing stores",743,3404,21.8272620446533490
"2001-08-01","Women's clothing stores",2661,3404,78.1727379553466510
"2001-09-01","Men's clothing stores",610,3004,20.3062583222370173
"2001-09-01","Women's clothing stores",2394,3004,79.6937416777629827
"2001-10-01","Men's clothing stores",704,3319,21.2112081952395300
"2001-10-01","Women's clothing stores",2615,3319,78.7887918047604700
"2001-11-01","Men's clothing stores",793,3579,22.1570271025426097
"2001-11-01","Women's clothing stores",2786,3579,77.8429728974573903
"2001-12-01","Men's clothing stores",1173,5033,23.3061792171666998
"2001-12-01","Women's clothing stores",3860,5033,76.6938207828333002
"2002-01-01","Men's clothing stores",540,2527,21.3692125049465770
"2002-01-01","Women's clothing stores",1987,2527,78.6307874950534230
"2002-02-01","Men's clothing stores",534,2693,19.8291867805421463
"2002-02-01","Women's clothing stores",2159,2693,80.1708132194578537
"2002-03-01","Men's clothing stores",657,3436,19.1210710128055879
"2002-03-01","Women's clothing stores",2779,3436,80.8789289871944121
"2002-04-01","Men's clothing stores",632,3312,19.0821256038647343
"2002-04-01","Women's clothing stores",2680,3312,80.9178743961352657
"2002-05-01","Men's clothing stores",665,3420,19.4444444444444444
"2002-05-01","Women's clothing stores",2755,3420,80.5555555555555556
"2002-06-01","Men's clothing stores",650,3128,20.7800511508951407
"2002-06-01","Women's clothing stores",2478,3128,79.2199488491048593
"2002-07-01","Men's clothing stores",592,2852,20.7573632538569425
"2002-07-01","Women's clothing stores",2260,2852,79.2426367461430575
"2002-08-01","Men's clothing stores",695,3233,21.4970615527373956
"2002-08-01","Women's clothing stores",2538,3233,78.5029384472626044
"2002-09-01","Men's clothing stores",604,2977,20.2888814242526033
"2002-09-01","Women's clothing stores",2373,2977,79.7111185757473967
"2002-10-01","Men's clothing stores",669,3200,20.9062500000000000
"2002-10-01","Women's clothing stores",2531,3200,79.0937500000000000
"2002-11-01","Women's clothing stores",2740,3501,78.2633533276206798
"2002-11-01","Men's clothing stores",761,3501,21.7366466723793202
"2002-12-01","Women's clothing stores",3966,5079,78.0862374483165978
"2002-12-01","Men's clothing stores",1113,5079,21.9137625516834022
"2003-01-01","Men's clothing stores",539,2594,20.7787201233616037
"2003-01-01","Women's clothing stores",2055,2594,79.2212798766383963
"2003-02-01","Men's clothing stores",498,2589,19.2352259559675550
"2003-02-01","Women's clothing stores",2091,2589,80.7647740440324450
"2003-03-01","Men's clothing stores",601,3220,18.6645962732919255
"2003-03-01","Women's clothing stores",2619,3220,81.3354037267080745
"2003-04-01","Men's clothing stores",631,3355,18.8077496274217586
"2003-04-01","Women's clothing stores",2724,3355,81.1922503725782414
"2003-05-01","Men's clothing stores",679,3492,19.4444444444444444
"2003-05-01","Women's clothing stores",2813,3492,80.5555555555555556
"2003-06-01","Men's clothing stores",657,3193,20.5762605699968681
"2003-06-01","Women's clothing stores",2536,3193,79.4237394300031319
"2003-07-01","Men's clothing stores",602,3052,19.7247706422018349
"2003-07-01","Women's clothing stores",2450,3052,80.2752293577981651
"2003-08-01","Men's clothing stores",741,3338,22.1989215098861594
"2003-08-01","Women's clothing stores",2597,3338,77.8010784901138406
"2003-09-01","Men's clothing stores",625,3252,19.2189421894218942
"2003-09-01","Women's clothing stores",2627,3252,80.7810578105781058
"2003-10-01","Men's clothing stores",704,3497,20.1315413211323992
"2003-10-01","Women's clothing stores",2793,3497,79.8684586788676008
"2003-11-01","Men's clothing stores",781,3732,20.9271168274383708
"2003-11-01","Women's clothing stores",2951,3732,79.0728831725616292
"2003-12-01","Men's clothing stores",1191,5500,21.6545454545454545
"2003-12-01","Women's clothing stores",4309,5500,78.3454545454545455
"2004-01-01","Men's clothing stores",574,2841,20.2041534670890532
"2004-01-01","Women's clothing stores",2267,2841,79.7958465329109468
"2004-02-01","Men's clothing stores",559,2961,18.8787571766295171
"2004-02-01","Women's clothing stores",2402,2961,81.1212428233704829
"2004-03-01","Men's clothing stores",637,3552,17.9335585585585586
"2004-03-01","Women's clothing stores",2915,3552,82.0664414414414414
"2004-04-01","Men's clothing stores",674,3697,18.2309981065728969
"2004-04-01","Women's clothing stores",3023,3697,81.7690018934271031
"2004-05-01","Men's clothing stores",675,3680,18.3423913043478261
"2004-05-01","Women's clothing stores",3005,3680,81.6576086956521739
"2004-06-01","Men's clothing stores",657,3434,19.1322073383808969
"2004-06-01","Women's clothing stores",2777,3434,80.8677926616191031
"2004-07-01","Men's clothing stores",639,3234,19.7588126159554731
"2004-07-01","Women's clothing stores",2595,3234,80.2411873840445269
"2004-08-01","Men's clothing stores",720,3364,21.4030915576694411
"2004-08-01","Women's clothing stores",2644,3364,78.5969084423305589
"2004-09-01","Women's clothing stores",2774,3408,81.3967136150234742
"2004-09-01","Men's clothing stores",634,3408,18.6032863849765258
"2004-10-01","Men's clothing stores",727,3717,19.5587839655636266
"2004-10-01","Women's clothing stores",2990,3717,80.4412160344363734
"2004-11-01","Men's clothing stores",809,3899,20.7489099769171582
"2004-11-01","Women's clothing stores",3090,3899,79.2510900230828418
"2004-12-01","Women's clothing stores",4472,5733,78.0045351473922902
"2004-12-01","Men's clothing stores",1261,5733,21.9954648526077098
"2005-01-01","Men's clothing stores",575,2913,19.7391005835907999
"2005-01-01","Women's clothing stores",2338,2913,80.2608994164092001
"2005-02-01","Men's clothing stores",576,3029,19.0161769560911192
"2005-02-01","Women's clothing stores",2453,3029,80.9838230439088808
"2005-03-01","Men's clothing stores",699,3804,18.3753943217665615
"2005-03-01","Women's clothing stores",3105,3804,81.6246056782334385
"2005-04-01","Men's clothing stores",672,3849,17.4590802805923617
"2005-04-01","Women's clothing stores",3177,3849,82.5409197194076383
"2005-05-01","Men's clothing stores",698,3862,18.0735370274469187
"2005-05-01","Women's clothing stores",3164,3862,81.9264629725530813
"2005-06-01","Women's clothing stores",3045,3764,80.8979808714133900
"2005-06-01","Men's clothing stores",719,3764,19.1020191285866100
"2005-07-01","Women's clothing stores",2741,3387,80.9270741068792442
"2005-07-01","Men's clothing stores",646,3387,19.0729258931207558
"2005-08-01","Men's clothing stores",740,3611,20.4929382442536693
"2005-08-01","Women's clothing stores",2871,3611,79.5070617557463307
"2005-09-01","Women's clothing stores",2963,3597,82.3742007228245760
"2005-09-01","Men's clothing stores",634,3597,17.6257992771754240
"2005-10-01","Women's clothing stores",3120,3837,81.3135261923377639
"2005-10-01","Men's clothing stores",717,3837,18.6864738076622361
"2005-11-01","Men's clothing stores",809,4151,19.4892796916405685
"2005-11-01","Women's clothing stores",3342,4151,80.5107203083594315
"2005-12-01","Men's clothing stores",1252,6008,20.8388814913448735
"2005-12-01","Women's clothing stores",4756,6008,79.1611185086551265
"2006-01-01","Women's clothing stores",2518,3088,81.5414507772020725
"2006-01-01","Men's clothing stores",570,3088,18.4585492227979275
"2006-02-01","Men's clothing stores",557,3075,18.1138211382113821
"2006-02-01","Women's clothing stores",2518,3075,81.8861788617886179
"2006-03-01","Men's clothing stores",660,3854,17.1250648676699533
"2006-03-01","Women's clothing stores",3194,3854,82.8749351323300467
"2006-04-01","Men's clothing stores",693,4072,17.0186640471512770
"2006-04-01","Women's clothing stores",3379,4072,82.9813359528487230
"2006-05-01","Men's clothing stores",693,4033,17.1832382841557153
"2006-05-01","Women's clothing stores",3340,4033,82.8167617158442847
"2006-06-01","Men's clothing stores",704,3887,18.1116542320555698
"2006-06-01","Women's clothing stores",3183,3887,81.8883457679444302
"2006-07-01","Men's clothing stores",623,3546,17.5690919345741681
"2006-07-01","Women's clothing stores",2923,3546,82.4309080654258319
"2006-08-01","Men's clothing stores",716,3676,19.4776931447225245
"2006-08-01","Women's clothing stores",2960,3676,80.5223068552774755
"2006-09-01","Men's clothing stores",718,3882,18.4956208140133952
"2006-09-01","Women's clothing stores",3164,3882,81.5043791859866048
"2006-10-01","Men's clothing stores",781,3978,19.6329813976872800
"2006-10-01","Women's clothing stores",3197,3978,80.3670186023127200
"2006-11-01","Men's clothing stores",823,4237,19.4241208402171348
"2006-11-01","Women's clothing stores",3414,4237,80.5758791597828652
"2006-12-01","Men's clothing stores",1306,6325,20.6482213438735178
"2006-12-01","Women's clothing stores",5019,6325,79.3517786561264822
"2007-01-01","Men's clothing stores",625,3264,19.1482843137254902
"2007-01-01","Women's clothing stores",2639,3264,80.8517156862745098
"2007-02-01","Men's clothing stores",600,3294,18.2149362477231330
"2007-02-01","Women's clothing stores",2694,3294,81.7850637522768670
"2007-03-01","Men's clothing stores",679,4178,16.2517951172809957
"2007-03-01","Women's clothing stores",3499,4178,83.7482048827190043
"2007-04-01","Men's clothing stores",731,4262,17.1515720319099015
"2007-04-01","Women's clothing stores",3531,4262,82.8484279680900985
"2007-05-01","Men's clothing stores",740,4500,16.4444444444444444
"2007-05-01","Women's clothing stores",3760,4500,83.5555555555555556
"2007-06-01","Men's clothing stores",718,4130,17.3849878934624697
"2007-06-01","Women's clothing stores",3412,4130,82.6150121065375303
"2007-07-01","Men's clothing stores",629,3399,18.5054427772874375
"2007-07-01","Women's clothing stores",2770,3399,81.4945572227125625
"2007-08-01","Men's clothing stores",636,3841,16.5581879718823223
"2007-08-01","Women's clothing stores",3205,3841,83.4418120281176777
"2007-09-01","Men's clothing stores",656,3833,17.1145316984085573
"2007-09-01","Women's clothing stores",3177,3833,82.8854683015914427
"2007-10-01","Men's clothing stores",717,4023,17.8225205070842655
"2007-10-01","Women's clothing stores",3306,4023,82.1774794929157345
"2007-11-01","Men's clothing stores",804,4402,18.2644252612448887
"2007-11-01","Women's clothing stores",3598,4402,81.7355747387551113
"2007-12-01","Men's clothing stores",1237,5940,20.8249158249158249
"2007-12-01","Women's clothing stores",4703,5940,79.1750841750841751
"2008-01-01","Men's clothing stores",609,3128,19.4693094629156010
"2008-01-01","Women's clothing stores",2519,3128,80.5306905370843990
"2008-02-01","Men's clothing stores",586,3349,17.4977605255300090
"2008-02-01","Women's clothing stores",2763,3349,82.5022394744699910
"2008-03-01","Men's clothing stores",681,4073,16.7198625092069727
"2008-03-01","Women's clothing stores",3392,4073,83.2801374907930273
"2008-04-01","Men's clothing stores",710,4149,17.1125572427090865
"2008-04-01","Women's clothing stores",3439,4149,82.8874427572909135
"2008-05-01","Men's clothing stores",757,4360,17.3623853211009174
"2008-05-01","Women's clothing stores",3603,4360,82.6376146788990826
"2008-06-01","Men's clothing stores",715,3864,18.5041407867494824
"2008-06-01","Women's clothing stores",3149,3864,81.4958592132505176
"2008-07-01","Men's clothing stores",622,3594,17.3066221480244853
"2008-07-01","Women's clothing stores",2972,3594,82.6933778519755147
"2008-08-01","Men's clothing stores",655,3799,17.2413793103448276
"2008-08-01","Women's clothing stores",3144,3799,82.7586206896551724
"2008-09-01","Men's clothing stores",635,3699,17.1668018383346851
"2008-09-01","Women's clothing stores",3064,3699,82.8331981616653149
"2008-10-01","Men's clothing stores",664,3735,17.7777777777777778
"2008-10-01","Women's clothing stores",3071,3735,82.2222222222222222
"2008-11-01","Men's clothing stores",708,3950,17.9240506329113924
"2008-11-01","Women's clothing stores",3242,3950,82.0759493670886076
"2008-12-01","Men's clothing stores",1009,5053,19.9683356421927568
"2008-12-01","Women's clothing stores",4044,5053,80.0316643578072432
"2009-01-01","Men's clothing stores",524,2809,18.6543253826984692
"2009-01-01","Women's clothing stores",2285,2809,81.3456746173015308
"2009-02-01","Men's clothing stores",496,2920,16.9863013698630137
"2009-02-01","Women's clothing stores",2424,2920,83.0136986301369863
"2009-03-01","Men's clothing stores",542,3495,15.5078683834048641
"2009-03-01","Women's clothing stores",2953,3495,84.4921316165951359
"2009-04-01","Men's clothing stores",669,3933,17.0099160945842868
"2009-04-01","Women's clothing stores",3264,3933,82.9900839054157132
"2009-05-01","Men's clothing stores",650,3930,16.5394402035623410
"2009-05-01","Women's clothing stores",3280,3930,83.4605597964376590
"2009-06-01","Men's clothing stores",607,3501,17.3379034561553842
"2009-06-01","Women's clothing stores",2894,3501,82.6620965438446158
"2009-07-01","Men's clothing stores",575,3291,17.4718930416286843
"2009-07-01","Women's clothing stores",2716,3291,82.5281069583713157
"2009-08-01","Men's clothing stores",551,3493,15.7744059547666762
"2009-08-01","Women's clothing stores",2942,3493,84.2255940452333238
"2009-09-01","Men's clothing stores",579,3518,16.4582148948266060
"2009-09-01","Women's clothing stores",2939,3518,83.5417851051733940
"2009-10-01","Men's clothing stores",610,3705,16.4642375168690958
"2009-10-01","Women's clothing stores",3095,3705,83.5357624831309042
"2009-11-01","Men's clothing stores",620,3809,16.2772381202415332
"2009-11-01","Women's clothing stores",3189,3809,83.7227618797584668
