"sales_month","kind_of_business","pctg_total_sales"
"2014-03-01","Men's clothing stores",19.7857948139797069
"2012-07-01","Women's clothing stores",100.0000000000000000
"1999-03-01","Men's clothing stores",28.2409254088552054
"2007-11-01","Men's clothing stores",22.3457476375764314
"2017-10-01","Men's clothing stores",20.0666868748105487
"2011-12-01","Men's clothing stores",22.4460132890365449
"2007-12-01","Men's clothing stores",26.3023601956198171
"2002-01-01","Men's clothing stores",27.1766482133870156
"2006-09-01","Women's clothing stores",100.0000000000000000
"2000-11-01","Men's clothing stores",31.7747077577045696
"2003-11-01","Men's clothing stores",26.4656048797017960
"1999-01-01","Men's clothing stores",39.1977077363896848
"1992-12-01","Women's clothing stores",100.0000000000000000
"2003-06-01","Men's clothing stores",25.9069400630914826
"2001-03-01","Men's clothing stores",25.4960688880569075
"1993-05-01","Women's clothing stores",100.0000000000000000
"2014-01-01","Men's clothing stores",23.2077764277035237
"2016-05-01","Men's clothing stores",21.3810316139767055
"1992-11-01","Men's clothing stores",30.9911744738628649
"2010-04-01","Men's clothing stores",18.8962207558488302
"2020-07-01","Women's clothing stores",100.0000000000000000
"2004-06-01","Men's clothing stores",23.6586244148361541
"2008-10-01","Women's clothing stores",100.0000000000000000
"2007-06-01","Men's clothing stores",21.0433763188745604
"1996-10-01","Women's clothing stores",100.0000000000000000
"1998-08-01","Men's clothing stores",36.2698753760206274
"2001-01-01","Women's clothing stores",100.0000000000000000
"2020-11-01","Women's clothing stores",100.0000000000000000
"2000-09-01","Women's clothing stores",100.0000000000000000
"2013-02-01","Men's clothing stores",19.9572344975053457
"1997-02-01","Men's clothing stores",34.9145063430777716
"1995-07-01","Men's clothing stores",29.5580110497237569
"2017-12-01","Men's clothing stores",19.4243070362473348
"2012-08-01","Women's clothing stores",100.0000000000000000
"2007-08-01","Men's clothing stores",19.8439937597503900
"1998-10-01","Women's clothing stores",100.0000000000000000
"2006-12-01","Men's clothing stores",26.0211197449691174
"2005-11-01","Women's clothing stores",100.0000000000000000
"2010-02-01","Men's clothing stores",18.9919354838709677
"2006-02-01","Women's clothing stores",100.0000000000000000
"2019-05-01","Men's clothing stores",19.6217494089834515
"1995-09-01","Women's clothing stores",100.0000000000000000
"2000-12-01","Women's clothing stores",100.0000000000000000
"1992-05-01","Women's clothing stores",100.0000000000000000
"1998-03-01","Women's clothing stores",100.0000000000000000
"2016-09-01","Women's clothing stores",100.0000000000000000
"2007-03-01","Men's clothing stores",19.4055444412689340
"1998-07-01","Men's clothing stores",34.0684068406840684
"2010-04-01","Women's clothing stores",100.0000000000000000
"2012-01-01","Men's clothing stores",20.6367924528301887
"2016-10-01","Women's clothing stores",100.0000000000000000
"1999-05-01","Men's clothing stores",29.8846296985485672
"2001-01-01","Men's clothing stores",31.8602261048304214
"2001-11-01","Men's clothing stores",28.4637473079684135
"2015-08-01","Women's clothing stores",100.0000000000000000
"2017-06-01","Men's clothing stores",21.4606405267883867
"1994-08-01","Men's clothing stores",29.7084318360914106
"2000-03-01","Women's clothing stores",100.0000000000000000
"1995-04-01","Women's clothing stores",100.0000000000000000
"2007-04-01","Men's clothing stores",20.7023506088926650
"2015-01-01","Men's clothing stores",23.1289808917197452
"2005-02-01","Men's clothing stores",23.4814512841418671
"2004-03-01","Women's clothing stores",100.0000000000000000
"1992-02-01","Women's clothing stores",100.0000000000000000
"2018-04-01","Women's clothing stores",100.0000000000000000
"2011-07-01","Women's clothing stores",100.0000000000000000
"2004-05-01","Men's clothing stores",22.4625623960066556
"1995-04-01","Men's clothing stores",29.7785069729286300
"2005-06-01","Women's clothing stores",100.0000000000000000
"2017-01-01","Men's clothing stores",22.7791361043194784
"2017-01-01","Women's clothing stores",100.0000000000000000
"1994-06-01","Women's clothing stores",100.0000000000000000
"1996-09-01","Women's clothing stores",100.0000000000000000
"2020-09-01","Men's clothing stores",16.0785886126704090
"2000-07-01","Women's clothing stores",100.0000000000000000
"2020-03-01","Women's clothing stores",100.0000000000000000
"2012-05-01","Women's clothing stores",100.0000000000000000
"2019-11-01","Men's clothing stores",18.5454545454545455
"1998-04-01","Men's clothing stores",33.6657359393697647
"2017-09-01","Women's clothing stores",100.0000000000000000
"2017-05-01","Women's clothing stores",100.0000000000000000
"2015-03-01","Men's clothing stores",19.7179125528913963
"2011-08-01","Men's clothing stores",18.1367690782953419
"2009-01-01","Women's clothing stores",100.0000000000000000
"2020-09-01","Women's clothing stores",100.0000000000000000
"2011-09-01","Men's clothing stores",19.4789457740078764
"2009-02-01","Women's clothing stores",100.0000000000000000
"2020-01-01","Women's clothing stores",100.0000000000000000
"2009-03-01","Women's clothing stores",100.0000000000000000
"2002-05-01","Women's clothing stores",100.0000000000000000
"1992-10-01","Men's clothing stores",30.5263157894736842
"2012-09-01","Women's clothing stores",100.0000000000000000
"2018-09-01","Women's clothing stores",100.0000000000000000
"2013-11-01","Men's clothing stores",20.8355091383812010
"1999-10-01","Men's clothing stores",32.8688524590163934
"2020-10-01","Men's clothing stores",NULL
"2018-09-01","Men's clothing stores",21.7432347388294525
"2017-02-01","Men's clothing stores",20.9192906261310170
"2019-06-01","Women's clothing stores",100.0000000000000000
"2009-01-01","Men's clothing stores",22.9321663019693654
"2003-05-01","Men's clothing stores",24.1379310344827586
"2012-11-01","Women's clothing stores",100.0000000000000000
"2002-10-01","Women's clothing stores",100.0000000000000000
"2002-10-01","Men's clothing stores",26.4322402212564204
"2000-07-01","Men's clothing stores",30.1847187237615449
"2012-11-01","Men's clothing stores",19.1211090766413811
"2014-02-01","Men's clothing stores",22.5292242295430393
"2018-01-01","Women's clothing stores",100.0000000000000000
"1999-09-01","Men's clothing stores",30.3442413939651509
"2018-02-01","Men's clothing stores",20.4336640940830577
"2018-06-01","Women's clothing stores",100.0000000000000000
"1996-11-01","Women's clothing stores",100.0000000000000000
"1996-08-01","Women's clothing stores",100.0000000000000000
"2001-08-01","Women's clothing stores",100.0000000000000000
"2003-07-01","Women's clothing stores",100.0000000000000000
"1996-06-01","Women's clothing stores",100.0000000000000000
"1994-09-01","Women's clothing stores",100.0000000000000000
"2017-06-01","Women's clothing stores",100.0000000000000000
"2013-08-01","Women's clothing stores",100.0000000000000000
"2001-09-01","Men's clothing stores",25.4803675856307435
"1992-04-01","Men's clothing stores",30.6191369606003752
"2017-04-01","Men's clothing stores",20.5849889624724062
"2004-01-01","Men's clothing stores",25.3198059108954566
"2011-12-01","Women's clothing stores",100.0000000000000000
"1994-03-01","Men's clothing stores",29.7656250000000000
"1997-04-01","Women's clothing stores",100.0000000000000000
"2016-12-01","Men's clothing stores",21.1073398387781078
"2008-05-01","Women's clothing stores",100.0000000000000000
"1992-05-01","Men's clothing stores",31.1046511627906977
"1995-05-01","Women's clothing stores",100.0000000000000000
"2000-08-01","Men's clothing stores",29.8863636363636364
"2000-06-01","Men's clothing stores",29.2511700468018721
"2015-05-01","Women's clothing stores",100.0000000000000000
"2010-06-01","Men's clothing stores",19.9666110183639399
"2013-12-01","Men's clothing stores",22.8421052631578947
"2019-11-01","Women's clothing stores",100.0000000000000000
"2007-01-01","Women's clothing stores",100.0000000000000000
"1997-03-01","Men's clothing stores",31.7042073948151296
"2010-01-01","Men's clothing stores",20.6597222222222222
"1994-04-01","Women's clothing stores",100.0000000000000000
"2016-05-01","Women's clothing stores",100.0000000000000000
"2016-03-01","Women's clothing stores",100.0000000000000000
"1994-12-01","Women's clothing stores",100.0000000000000000
"2018-04-01","Men's clothing stores",21.4931466899970837
"2001-03-01","Women's clothing stores",100.0000000000000000
"1999-11-01","Men's clothing stores",34.9453978159126365
"2006-03-01","Men's clothing stores",20.6637445209768316
"2003-02-01","Men's clothing stores",23.8163558106169297
"2012-03-01","Men's clothing stores",16.2239583333333333
"2013-06-01","Men's clothing stores",20.7149404216315307
"2002-01-01","Women's clothing stores",100.0000000000000000
"2001-05-01","Women's clothing stores",100.0000000000000000
"2009-02-01","Men's clothing stores",20.4620462046204620
"1994-05-01","Women's clothing stores",100.0000000000000000
"2018-11-01","Women's clothing stores",100.0000000000000000
"2001-06-01","Men's clothing stores",28.0015955325089749
"2010-05-01","Women's clothing stores",100.0000000000000000
"2004-02-01","Men's clothing stores",23.2722731057452123
"2010-09-01","Women's clothing stores",100.0000000000000000
"2018-05-01","Men's clothing stores",20.3679369250985545
"2007-03-01","Women's clothing stores",100.0000000000000000
"1996-04-01","Women's clothing stores",100.0000000000000000
"1993-08-01","Women's clothing stores",100.0000000000000000
"2012-07-01","Men's clothing stores",19.8125404007756949
"2010-07-01","Men's clothing stores",19.1078328064629434
"2005-07-01","Men's clothing stores",23.5680408609996352
"2012-02-01","Men's clothing stores",17.9512516469038208
"2003-05-01","Women's clothing stores",100.0000000000000000
"2014-11-01","Women's clothing stores",100.0000000000000000
"2009-07-01","Men's clothing stores",21.1708394698085420
"2014-10-01","Men's clothing stores",21.7278989667049369
"1999-10-01","Women's clothing stores",100.0000000000000000
"2000-05-01","Men's clothing stores",27.4021352313167260
"2014-12-01","Men's clothing stores",21.6074313408723748
"2009-09-01","Women's clothing stores",100.0000000000000000
"2016-04-01","Women's clothing stores",100.0000000000000000
"2005-07-01","Women's clothing stores",100.0000000000000000
"2011-06-01","Men's clothing stores",20.1217656012176560
"2003-01-01","Men's clothing stores",26.2287104622871046
"2012-09-01","Men's clothing stores",20.5750224618149146
"1992-02-01","Men's clothing stores",33.0487192365645404
"2012-08-01","Men's clothing stores",18.8489646772228989
"1996-03-01","Men's clothing stores",32.2845417236662107
"1997-08-01","Men's clothing stores",36.2467866323907455
"2011-04-01","Men's clothing stores",19.2629815745393635
"2008-04-01","Men's clothing stores",20.6455364931666182
"2020-12-01","Women's clothing stores",100.0000000000000000
"2005-06-01","Men's clothing stores",23.6124794745484401
"2016-02-01","Women's clothing stores",100.0000000000000000
"2013-09-01","Men's clothing stores",20.6802307925903432
"1992-10-01","Women's clothing stores",100.0000000000000000
"2016-12-01","Women's clothing stores",100.0000000000000000
"2010-10-01","Women's clothing stores",100.0000000000000000
"2007-10-01","Men's clothing stores",21.6878402903811252
"1996-12-01","Men's clothing stores",38.7448840381991814
"1993-07-01","Women's clothing stores",100.0000000000000000
"2019-10-01","Women's clothing stores",100.0000000000000000
"2006-12-01","Women's clothing stores",100.0000000000000000
"2000-06-01","Women's clothing stores",100.0000000000000000
"2014-01-01","Women's clothing stores",100.0000000000000000
"1993-01-01","Women's clothing stores",100.0000000000000000
"2019-04-01","Men's clothing stores",20.4495005549389567
"2018-08-01","Men's clothing stores",18.8852653424251408
"2007-12-01","Women's clothing stores",100.0000000000000000
"2016-07-01","Men's clothing stores",19.9936326010824578
"1995-07-01","Women's clothing stores",100.0000000000000000
"1995-01-01","Women's clothing stores",100.0000000000000000
"1994-07-01","Men's clothing stores",31.9839857651245552
"1993-11-01","Men's clothing stores",31.2350325008552857
"1996-01-01","Men's clothing stores",40.8306709265175719
"2010-06-01","Women's clothing stores",100.0000000000000000
"1998-10-01","Men's clothing stores",35.7142857142857143
"2018-02-01","Women's clothing stores",100.0000000000000000
"2011-09-01","Women's clothing stores",100.0000000000000000
"2020-02-01","Women's clothing stores",100.0000000000000000
"2008-10-01","Men's clothing stores",21.6216216216216216
"1996-10-01","Men's clothing stores",32.8636552009946125
"2011-04-01","Women's clothing stores",100.0000000000000000
"2008-01-01","Men's clothing stores",24.1762604208019055
"2004-02-01","Women's clothing stores",100.0000000000000000
"1999-01-01","Women's clothing stores",100.0000000000000000
"2004-06-01","Women's clothing stores",100.0000000000000000
"2007-02-01","Men's clothing stores",22.2717149220489978
"2002-12-01","Men's clothing stores",28.0635400907715582
"1995-11-01","Women's clothing stores",100.0000000000000000
"2002-08-01","Women's clothing stores",100.0000000000000000
"1995-08-01","Men's clothing stores",29.9656061908856406
"1993-09-01","Men's clothing stores",28.5278413424866514
"2014-05-01","Men's clothing stores",21.2241653418124006
"1994-09-01","Men's clothing stores",31.1827956989247312
"2002-07-01","Men's clothing stores",26.1946902654867257
"1998-03-01","Men's clothing stores",33.5004557885141294
"2016-09-01","Men's clothing stores",21.4826498422712934
"2006-05-01","Women's clothing stores",100.0000000000000000
"2001-10-01","Women's clothing stores",100.0000000000000000
"2001-09-01","Women's clothing stores",100.0000000000000000
"2001-10-01","Men's clothing stores",26.9216061185468451
"1997-09-01","Women's clothing stores",100.0000000000000000
"2005-09-01","Women's clothing stores",100.0000000000000000
"2013-06-01","Women's clothing stores",100.0000000000000000
"2016-01-01","Women's clothing stores",100.0000000000000000
"1998-02-01","Men's clothing stores",36.4459535936615733
"2004-09-01","Women's clothing stores",100.0000000000000000
"2013-12-01","Women's clothing stores",100.0000000000000000
"2008-09-01","Women's clothing stores",100.0000000000000000
"2010-08-01","Women's clothing stores",100.0000000000000000
"2007-08-01","Women's clothing stores",100.0000000000000000
"1999-08-01","Men's clothing stores",32.7793934358122144
"2007-07-01","Women's clothing stores",100.0000000000000000
"2013-07-01","Women's clothing stores",100.0000000000000000
"2020-06-01","Women's clothing stores",100.0000000000000000
"1994-10-01","Men's clothing stores",32.5038880248833593
"2020-05-01","Men's clothing stores",14.1037306642402184
"2002-09-01","Men's clothing stores",25.4530130636325327
"2015-09-01","Women's clothing stores",100.0000000000000000
"2019-07-01","Men's clothing stores",17.8166206685065931
"2015-01-01","Women's clothing stores",100.0000000000000000
"2012-05-01","Men's clothing stores",19.6317357162198754
"2017-08-01","Men's clothing stores",19.4351655025812329
"2006-01-01","Men's clothing stores",22.6370135027799841
"2006-06-01","Men's clothing stores",22.1174992145774427
"2019-02-01","Women's clothing stores",100.0000000000000000
"2001-12-01","Men's clothing stores",30.3886010362694301
"2011-03-01","Women's clothing stores",100.0000000000000000
"2006-09-01","Men's clothing stores",22.6927939317319848
"2001-07-01","Women's clothing stores",100.0000000000000000
"2002-11-01","Women's clothing stores",100.0000000000000000
"2006-11-01","Men's clothing stores",24.1066198008201523
"2011-02-01","Men's clothing stores",18.0530330548492554
"2002-07-01","Women's clothing stores",100.0000000000000000
"2002-03-01","Women's clothing stores",100.0000000000000000
"2013-01-01","Men's clothing stores",22.4849849849849850
"2009-09-01","Men's clothing stores",19.7005784280367472
"2014-05-01","Women's clothing stores",100.0000000000000000
"2003-08-01","Women's clothing stores",100.0000000000000000
"2000-10-01","Women's clothing stores",100.0000000000000000
"2002-08-01","Men's clothing stores",27.3837667454688731
"2014-06-01","Women's clothing stores",100.0000000000000000
"2004-11-01","Women's clothing stores",100.0000000000000000
"2004-08-01","Women's clothing stores",100.0000000000000000
"1999-02-01","Men's clothing stores",32.3951141795007966
"2008-05-01","Men's clothing stores",21.0102692200943658
"2005-01-01","Women's clothing stores",100.0000000000000000
"2004-01-01","Women's clothing stores",100.0000000000000000
"1998-07-01","Women's clothing stores",100.0000000000000000
"2009-08-01","Men's clothing stores",18.7287559483344663
"1993-08-01","Men's clothing stores",27.7608530083777609
"1993-02-01","Men's clothing stores",30.8229426433915212
"1993-12-01","Women's clothing stores",100.0000000000000000
"2001-02-01","Men's clothing stores",27.2980501392757660
"2015-10-01","Women's clothing stores",100.0000000000000000
"2018-07-01","Men's clothing stores",18.3291770573566085
"2010-05-01","Men's clothing stores",18.9540507859733978
"2019-12-01","Women's clothing stores",100.0000000000000000
"2013-09-01","Women's clothing stores",100.0000000000000000
"2017-11-01","Women's clothing stores",100.0000000000000000
"1996-05-01","Men's clothing stores",30.3291536050156740
"2000-01-01","Men's clothing stores",37.7526753864447087
"2020-08-01","Women's clothing stores",100.0000000000000000
"2015-03-01","Women's clothing stores",100.0000000000000000
"1994-08-01","Women's clothing stores",100.0000000000000000
"2001-11-01","Women's clothing stores",100.0000000000000000
"1997-06-01","Women's clothing stores",100.0000000000000000
"2001-04-01","Men's clothing stores",24.0985362370581935
"2016-10-01","Men's clothing stores",21.1056811240073305
"2017-03-01","Men's clothing stores",20.5164992826398852
"2015-08-01","Men's clothing stores",21.0759680756724800
"2008-07-01","Men's clothing stores",20.9286675639300135
"2003-10-01","Men's clothing stores",25.2058718224131758
"2018-10-01","Men's clothing stores",19.2842942345924453
"2010-11-01","Men's clothing stores",19.3688477127967574
"2004-12-01","Men's clothing stores",28.1976744186046512
"2004-12-01","Women's clothing stores",100.0000000000000000
"1999-02-01","Women's clothing stores",100.0000000000000000
"2014-07-01","Men's clothing stores",20.6104468219005664
"1999-06-01","Women's clothing stores",100.0000000000000000
"2013-07-01","Men's clothing stores",20.3517587939698492
"2000-08-01","Women's clothing stores",100.0000000000000000
"1993-04-01","Women's clothing stores",100.0000000000000000
"2002-11-01","Men's clothing stores",27.7737226277372263
"1997-03-01","Women's clothing stores",100.0000000000000000
"2012-10-01","Women's clothing stores",100.0000000000000000
"2003-10-01","Women's clothing stores",100.0000000000000000
"2011-10-01","Men's clothing stores",20.6854716408856536
"2016-07-01","Women's clothing stores",100.0000000000000000
"2009-06-01","Men's clothing stores",20.9744298548721493
"1997-04-01","Men's clothing stores",32.1508756174225415
"2007-11-01","Women's clothing stores",100.0000000000000000
"1996-05-01","Women's clothing stores",100.0000000000000000
"2004-07-01","Men's clothing stores",24.6242774566473988
"1993-11-01","Women's clothing stores",100.0000000000000000
"2002-06-01","Men's clothing stores",26.2308313155770783
"2020-04-01","Men's clothing stores",18.1818181818181818
"2000-10-01","Men's clothing stores",29.7205438066465257
"2012-04-01","Men's clothing stores",19.7939866369710468
"2009-11-01","Women's clothing stores",100.0000000000000000
"1993-10-01","Men's clothing stores",30.8145963877626244
"2010-07-01","Women's clothing stores",100.0000000000000000
"1999-03-01","Women's clothing stores",100.0000000000000000
"1992-09-01","Women's clothing stores",100.0000000000000000
"1993-07-01","Men's clothing stores",28.4363922804253643
"2013-04-01","Women's clothing stores",100.0000000000000000
"2011-01-01","Women's clothing stores",100.0000000000000000
"2007-10-01","Women's clothing stores",100.0000000000000000
"2015-06-01","Women's clothing stores",100.0000000000000000
"2011-06-01","Women's clothing stores",100.0000000000000000
"1992-03-01","Men's clothing stores",30.4203079483978360
"1998-05-01","Men's clothing stores",33.2802547770700637
"1993-10-01","Women's clothing stores",100.0000000000000000
"2005-12-01","Men's clothing stores",26.3246425567703953
"2020-10-01","Women's clothing stores",100.0000000000000000
"1992-01-01","Men's clothing stores",37.4265883609183129
"1999-09-01","Women's clothing stores",100.0000000000000000
"2000-03-01","Men's clothing stores",26.4794007490636704
"2017-08-01","Women's clothing stores",100.0000000000000000
"2005-04-01","Men's clothing stores",21.1520302171860246
"2020-03-01","Men's clothing stores",17.0716112531969309
"1996-03-01","Women's clothing stores",100.0000000000000000
"2008-12-01","Men's clothing stores",24.9505440158259149
"1998-12-01","Men's clothing stores",39.3663911845730028
"1994-06-01","Men's clothing stores",33.4695545565999183
"2012-12-01","Men's clothing stores",23.0129980822501598
"2000-04-01","Men's clothing stores",28.0487804878048780
"2002-03-01","Men's clothing stores",23.6415976970133141
"2012-02-01","Women's clothing stores",100.0000000000000000
"2015-05-01","Men's clothing stores",21.3294180459156434
"2007-09-01","Women's clothing stores",100.0000000000000000
"2012-03-01","Women's clothing stores",100.0000000000000000
"2009-12-01","Women's clothing stores",100.0000000000000000
"1997-10-01","Women's clothing stores",100.0000000000000000
"1994-11-01","Women's clothing stores",100.0000000000000000
"2012-10-01","Men's clothing stores",20.3905801263641585
"2008-11-01","Men's clothing stores",21.8383713756940160
"2008-04-01","Women's clothing stores",100.0000000000000000
"2008-09-01","Men's clothing stores",20.7245430809399478
"2019-01-01","Women's clothing stores",100.0000000000000000
"2005-10-01","Men's clothing stores",22.9807692307692308
"2016-06-01","Women's clothing stores",100.0000000000000000
"1995-11-01","Men's clothing stores",35.1772497078301519
