"sales_month","kind_of_business","pctg_yearly"
"2014-04-01","Women's clothing stores",8.6662657847263981
"2014-05-01","Men's clothing stores",9.0304396843291995
"2014-05-01","Women's clothing stores",9.0775706554419723
"2014-06-01","Men's clothing stores",7.9143179255918828
"2014-06-01","Women's clothing stores",7.6560432952495490
"2014-07-01","Men's clothing stores",7.3844419391206313
"2014-07-01","Women's clothing stores",7.6440168370414913
"2014-08-01","Men's clothing stores",7.8015783540022548
"2014-08-01","Women's clothing stores",8.3102826217678894
"2014-09-01","Men's clothing stores",7.8241262683201804
"2014-09-01","Women's clothing stores",7.8099819603126879
"2014-10-01","Men's clothing stores",8.5343855693348365
"2014-10-01","Women's clothing stores",8.3800360793746242
"2014-11-01","Men's clothing stores",9.0529875986471251
"2014-11-01","Women's clothing stores",9.2820204449789537
"2014-12-01","Men's clothing stores",12.0631341600901917
"2014-12-01","Women's clothing stores",11.9110042092603728
"2015-01-01","Men's clothing stores",6.5947786606129398
"2015-01-01","Women's clothing stores",6.1171313770851090
"2015-02-01","Men's clothing stores",7.1850170261066969
"2015-02-01","Women's clothing stores",6.7259223182759041
"2015-03-01","Men's clothing stores",7.9341657207718502
"2015-03-01","Women's clothing stores",8.6326555460854742
"2015-04-01","Men's clothing stores",8.7060158910329171
"2015-04-01","Women's clothing stores",8.4207962985510776
"2015-05-01","Men's clothing stores",9.0692395005675369
"2015-05-01","Women's clothing stores",9.1221234628028735
"2015-06-01","Men's clothing stores",8.1271282633371169
"2015-06-01","Women's clothing stores",7.8680141239498356
"2015-07-01","Men's clothing stores",7.5028376844494892
"2015-07-01","Women's clothing stores",7.7462559357116766
"2015-08-01","Men's clothing stores",8.0930760499432463
"2015-08-01","Women's clothing stores",8.2381590161938390
"2015-09-01","Men's clothing stores",7.8433598183881952
"2015-09-01","Women's clothing stores",7.7048581517107025
"2015-10-01","Men's clothing stores",8.4449489216799092
"2015-10-01","Women's clothing stores",8.4110556434920248
"2015-11-01","Men's clothing stores",8.5357548240635641
"2015-11-01","Women's clothing stores",9.0563740411542676
"2015-12-01","Men's clothing stores",11.9636776390465380
"2015-12-01","Women's clothing stores",11.9566540849872154
"2016-01-01","Men's clothing stores",6.5693430656934307
"2016-01-01","Women's clothing stores",6.0643897661892521
"2016-02-01","Men's clothing stores",7.3110430892394632
"2016-02-01","Women's clothing stores",7.1954951646468356
"2016-03-01","Men's clothing stores",8.3117494702142689
"2016-03-01","Women's clothing stores",8.9582568245807320
"2016-04-01","Men's clothing stores",8.5825288438898046
"2016-04-01","Women's clothing stores",8.6154976129269188
"2016-05-01","Men's clothing stores",9.0769955262538262
"2016-05-01","Women's clothing stores",8.8284979801689313
"2016-06-01","Men's clothing stores",8.4530256651754179
"2016-06-01","Women's clothing stores",7.9324274697025340
"2016-07-01","Men's clothing stores",7.3934542029668001
"2016-07-01","Women's clothing stores",7.6900477414616232
"2016-08-01","Men's clothing stores",7.8408288203437721
"2016-08-01","Women's clothing stores",8.2947729220222793
"2016-09-01","Men's clothing stores",8.0174240640452084
"2016-09-01","Women's clothing stores",7.7610478638756274
"2016-10-01","Men's clothing stores",8.1351542265128326
"2016-10-01","Women's clothing stores",8.0156689925327457
"2016-11-01","Men's clothing stores",8.5943018601365670
"2016-11-01","Women's clothing stores",9.1027053494919819
"2016-12-01","Men's clothing stores",11.7141511655286084
"2016-12-01","Women's clothing stores",11.5411923124005386
"2017-01-01","Men's clothing stores",6.7365630272354784
"2017-01-01","Women's clothing stores",6.0354156419085096
"2017-02-01","Men's clothing stores",6.9655338635815859
"2017-02-01","Women's clothing stores",6.7953762911952779
"2017-03-01","Men's clothing stores",8.6165341046035189
"2017-03-01","Women's clothing stores",8.5710772257747172
"2017-04-01","Men's clothing stores",8.9901181007471680
"2017-04-01","Women's clothing stores",8.9129365469749139
"2017-05-01","Men's clothing stores",9.4119064834899976
"2017-05-01","Women's clothing stores",8.8932611903590753
"2017-06-01","Men's clothing stores",8.6406362979031092
"2017-06-01","Women's clothing stores",8.2169208066896212
"2017-07-01","Men's clothing stores",7.3993733429742107
"2017-07-01","Women's clothing stores",7.8676832267584850
"2017-08-01","Men's clothing stores",7.7127018558688841
"2017-08-01","Women's clothing stores",8.0988686669945893
"2017-09-01","Men's clothing stores",8.1465413352615088
"2017-09-01","Women's clothing stores",7.6783079193310379
"2017-10-01","Men's clothing stores",7.9778259821643770
"2017-10-01","Women's clothing stores",8.1136251844564683
"2017-11-01","Men's clothing stores",8.4237165582067968
"2017-11-01","Women's clothing stores",9.2818494835218888
"2017-12-01","Men's clothing stores",10.9785490479633647
"2017-12-01","Women's clothing stores",11.5346778160354156
"2018-01-01","Men's clothing stores",6.4327485380116959
"2018-01-01","Women's clothing stores",5.8072037500303597
"2018-02-01","Men's clothing stores",6.7738791423001949
"2018-02-01","Women's clothing stores",6.6086998761324169
"2018-03-01","Men's clothing stores",8.3942495126705653
"2018-03-01","Women's clothing stores",8.6100114152478566
"2018-04-01","Men's clothing stores",8.9790448343079922
"2018-04-01","Women's clothing stores",8.3282733830422850
"2018-05-01","Men's clothing stores",9.4420077972709552
"2018-05-01","Women's clothing stores",9.2414932115706895
"2018-06-01","Men's clothing stores",8.4795321637426901
"2018-06-01","Women's clothing stores",8.0101037087411653
"2018-07-01","Men's clothing stores",7.1637426900584795
"2018-07-01","Women's clothing stores",7.7915138561678770
"2018-08-01","Men's clothing stores",7.7607212475633528
"2018-08-01","Women's clothing stores",8.1922619192189056
"2018-09-01","Men's clothing stores",8.4186159844054581
"2018-09-01","Women's clothing stores",7.7186505719767809
"2018-10-01","Men's clothing stores",8.2724171539961014
"2018-10-01","Women's clothing stores",8.5517207878949797
"2018-11-01","Men's clothing stores",9.0399610136452242
"2018-11-01","Women's clothing stores",10.0964224127462172
"2018-12-01","Men's clothing stores",10.8430799220272904
"2018-12-01","Women's clothing stores",11.0436451072304666
"2019-01-01","Men's clothing stores",7.3299085327653176
"2019-01-01","Women's clothing stores",6.1452240522747852
"2019-02-01","Men's clothing stores",6.4402957022929457
"2019-02-01","Women's clothing stores",6.5588213700105235
"2019-03-01","Men's clothing stores",8.0441047487783486
"2019-03-01","Women's clothing stores",8.7736472430924353
"2019-04-01","Men's clothing stores",9.2344317754667335
"2019-04-01","Women's clothing stores",8.8201463498201219
"2019-05-01","Men's clothing stores",9.3597293572234056
"2019-05-01","Women's clothing stores",9.3169525953843518
"2019-06-01","Men's clothing stores",8.0816940233053502
"2019-06-01","Women's clothing stores",8.0076356427889675
"2019-07-01","Men's clothing stores",7.2797895000626488
"2019-07-01","Women's clothing stores",7.9807151073150437
"2019-08-01","Men's clothing stores",7.7308607943866683
"2019-08-01","Women's clothing stores",8.1373436773451457
"2019-09-01","Men's clothing stores",8.2946999122916928
"2019-09-01","Women's clothing stores",7.5377499326986613
"2019-10-01","Men's clothing stores",8.4450570103996993
"2019-10-01","Women's clothing stores",8.2964195687819681
"2019-11-01","Men's clothing stores",8.9462473374263877
"2019-11-01","Women's clothing stores",9.4221874158733266
"2019-12-01","Men's clothing stores",10.8131813056008019
"2019-12-01","Women's clothing stores",11.0031570446146692
"2020-01-01","Men's clothing stores",14.9415919587068731
"2020-01-01","Women's clothing stores",9.5453517303777426
"2020-02-01","Men's clothing stores",14.3167617495245857
"2020-02-01","Women's clothing stores",10.5443715599788886
"2020-03-01","Men's clothing stores",7.2534637326813366
"2020-03-01","Women's clothing stores",5.8961019377214808
"2020-04-01","Men's clothing stores",2.4449877750611247
"2020-04-01","Women's clothing stores",1.8660936439719520
"2020-05-01","Men's clothing stores",4.2108122792719370
"2020-05-01","Women's clothing stores",4.1431048782326774
"2020-06-01","Men's clothing stores",8.2314588427057865
"2020-06-01","Women's clothing stores",7.6415592249114077
"2020-07-01","Men's clothing stores",11.0024449877750611
"2020-07-01","Women's clothing stores",8.9459398326170550
"2020-08-01","Men's clothing stores",10.2961151860907362
"2020-08-01","Women's clothing stores",8.9949483525597527
"2020-09-01","Men's clothing stores",10.8937788644390111
"2020-09-01","Women's clothing stores",9.4020960566990877
"2020-10-01","Men's clothing stores",NULL
"2020-10-01","Women's clothing stores",9.9298801176204479
"2020-11-01","Men's clothing stores",NULL
"2020-11-01","Women's clothing stores",10.2767096433687703
"2020-12-01","Men's clothing stores",16.4085846237435479
"2020-12-01","Women's clothing stores",12.8138430219407374
